0,3.2
0.050251,3.2
0.1005,3.2
0.15075,3.1999
0.20101,3.1999
0.25126,3.1999
0.30151,3.1999
0.35176,3.1999
0.40201,3.1998
0.45226,3.1998
0.50251,3.1997
0.55276,3.1997
0.60302,3.1996
0.65327,3.1995
0.70352,3.1995
0.75377,3.1993
0.80402,3.1992
0.85427,3.199
0.90452,3.1988
0.95477,3.1986
1.005,3.1984
1.0553,3.198
1.1055,3.1977
1.1558,3.1973
1.206,3.1968
1.2563,3.1962
1.3065,3.1955
1.3568,3.1947
1.407,3.1938
1.4573,3.1928
1.5075,3.1916
1.5578,3.1902
1.608,3.1887
1.6583,3.1869
1.7085,3.1849
1.7588,3.1825
1.809,3.1799
1.8593,3.1769
1.9095,3.1735
1.9598,3.1697
2.0101,3.1654
2.0603,3.1605
2.1106,3.155
2.1608,3.1489
2.2111,3.142
2.2613,3.1342
2.3116,3.1256
2.3618,3.1159
2.4121,3.1051
2.4623,3.093
2.5126,3.0797
2.5628,3.0648
2.6131,3.0483
2.6633,3.0301
2.7136,3.0099
2.7638,2.9877
2.8141,2.9633
2.8643,2.9365
2.9146,2.9072
2.9648,2.8751
3.0151,2.8401
3.0653,2.8022
3.1156,2.761
3.1658,2.7165
3.2161,2.6685
3.2663,2.617
3.3166,2.5617
3.3668,2.5027
3.4171,2.4399
3.4673,2.3732
3.5176,2.3027
3.5678,2.2283
3.6181,2.1501
3.6683,2.0683
3.7186,1.9828
3.7688,1.894
3.8191,1.8019
3.8693,1.7067
3.9196,1.6089
3.9698,1.5085
4.0201,1.4061
4.0704,1.3018
4.1206,1.1963
4.1709,1.0898
4.2211,0.98308
4.2714,0.87677
4.3216,0.77206
4.3719,0.67142
4.4221,0.58257
4.4724,0.53797
4.5226,0.58257
4.5729,0.67142
4.6231,0.77206
4.6734,0.87677
4.7236,0.98308
4.7739,1.0898
4.8241,1.1963
4.8744,1.3018
4.9246,1.4061
4.9749,1.5085
5.0251,1.6089
5.0754,1.7067
5.1256,1.8019
5.1759,1.894
5.2261,1.9828
5.2764,2.0683
5.3266,2.1501
5.3769,2.2283
5.4271,2.3027
5.4774,2.3732
5.5276,2.4399
5.5779,2.5027
5.6281,2.5617
5.6784,2.617
5.7286,2.6685
5.7789,2.7165
5.8291,2.761
5.8794,2.8022
5.9296,2.8401
5.9799,2.8751
6.0302,2.9072
6.0804,2.9365
6.1307,2.9633
6.1809,2.9877
6.2312,3.0099
6.2814,3.0301
6.3317,3.0483
6.3819,3.0648
6.4322,3.0797
6.4824,3.093
6.5327,3.1051
6.5829,3.1159
6.6332,3.1256
6.6834,3.1342
6.7337,3.142
6.7839,3.1489
6.8342,3.155
6.8844,3.1605
6.9347,3.1654
6.9849,3.1697
7.0352,3.1735
7.0854,3.1769
7.1357,3.1799
7.1859,3.1825
7.2362,3.1849
7.2864,3.1869
7.3367,3.1887
7.3869,3.1902
7.4372,3.1916
7.4874,3.1928
7.5377,3.1938
7.5879,3.1947
7.6382,3.1955
7.6884,3.1962
7.7387,3.1968
7.7889,3.1973
7.8392,3.1977
7.8894,3.198
7.9397,3.1984
7.9899,3.1986
8.0402,3.1988
8.0905,3.199
8.1407,3.1992
8.191,3.1993
8.2412,3.1995
8.2915,3.1995
8.3417,3.1996
8.392,3.1997
8.4422,3.1997
8.4925,3.1998
8.5427,3.1998
8.593,3.1999
8.6432,3.1999
8.6935,3.1999
8.7437,3.1999
8.794,3.1999
8.8442,3.2
8.8945,3.2
8.9447,3.2
8.995,3.2
9.0452,3.2
9.0955,3.2
9.1457,3.2
9.196,3.2
9.2462,3.2
9.2965,3.2
9.3467,3.2
9.397,3.2
9.4472,3.2
9.4975,3.2
9.5477,3.2
9.598,3.2
9.6482,3.2
9.6985,3.2
9.7487,3.2
9.799,3.2
9.8492,3.2
9.8995,3.2
9.9497,3.2
10,3.2
